epoch,batch_loss,batch_acc,val_loss,val_acc
45,0.37640708684921265,0.9775000214576721,0.37878555059432983,0.9808333516120911
46,0.3735946714878082,0.9775000214576721,0.3760295808315277,0.9816666841506958
47,0.3708152770996094,0.9775000214576721,0.37332040071487427,0.9825000166893005
48,0.36807000637054443,0.9787499904632568,0.37062713503837585,0.9825000166893005
49,0.36531001329421997,0.9787499904632568,0.3679463565349579,0.9825000166893005
50,0.36261096596717834,0.9787499904632568,0.3653164505958557,0.9825000166893005
51,0.3599368631839752,0.9787499904632568,0.36267775297164917,0.9833333492279053
52,0.35724472999572754,0.9787499904632568,0.36006566882133484,0.9833333492279053
53,0.3546188771724701,0.981249988079071,0.35747405886650085,0.98416668176651
54,0.35199204087257385,0.9825000166893005,0.3549061715602875,0.98416668176651
55,0.34939852356910706,0.9825000166893005,0.3523831069469452,0.98416668176651
56,0.3468090891838074,0.9825000166893005,0.3498586118221283,0.98416668176651
57,0.3442600667476654,0.9825000166893005,0.3473609685897827,0.9850000143051147
58,0.3417395353317261,0.9837499856948853,0.34486696124076843,0.9850000143051147
59,0.33919453620910645,0.9837499856948853,0.34241998195648193,0.9866666793823242
60,0.3367108404636383,0.9837499856948853,0.33999308943748474,0.9866666793823242
61,0.33424293994903564,0.9837499856948853,0.3375532925128937,0.9866666793823242
62,0.33179566264152527,0.9837499856948853,0.33515194058418274,0.9866666793823242
63,0.329349547624588,0.9837499856948853,0.3327530324459076,0.9866666793823242
64,0.32694151997566223,0.9837499856948853,0.33040565252304077,0.9866666793823242
65,0.32453811168670654,0.9837499856948853,0.32807180285453796,0.9866666793823242
66,0.32216545939445496,0.9837499856948853,0.3257462680339813,0.987500011920929
67,0.31980109214782715,0.9850000143051147,0.32347315549850464,0.9866666793823242
68,0.31747084856033325,0.9850000143051147,0.32115358114242554,0.987500011920929
69,0.31515735387802124,0.9850000143051147,0.31889089941978455,0.987500011920929
70,0.3128594160079956,0.987500011920929,0.3166581094264984,0.987500011920929
71,0.31059300899505615,0.987500011920929,0.31444478034973145,0.987500011920929
72,0.3083285391330719,0.987500011920929,0.31223633885383606,0.987500011920929
73,0.3060629069805145,0.9887499809265137,0.31000933051109314,0.987500011920929
74,0.3038475215435028,0.9900000095367432,0.3078463673591614,0.987500011920929
75,0.3016532063484192,0.9900000095367432,0.30570632219314575,0.987500011920929
76,0.2994730472564697,0.9900000095367432,0.30356138944625854,0.987500011920929
77,0.2973122298717499,0.9900000095367432,0.3014902174472809,0.987500011920929
78,0.29515624046325684,0.9900000095367432,0.2993732690811157,0.987500011920929
79,0.2930624485015869,0.9900000095367432,0.2973126769065857,0.987500011920929
80,0.2909448742866516,0.9900000095367432,0.29520341753959656,0.987500011920929
81,0.2888369858264923,0.9912499785423279,0.29319941997528076,0.987500011920929
82,0.2867994010448456,0.9912499785423279,0.29119881987571716,0.987500011920929
83,0.2847641408443451,0.9912499785423279,0.2891685962677002,0.9883333444595337
84,0.2826926112174988,0.9912499785423279,0.287190705537796,0.9891666769981384
85,0.28069424629211426,0.9912499785423279,0.2852502465248108,0.9891666769981384
86,0.2786700427532196,0.9912499785423279,0.283281534910202,0.9900000095367432
87,0.2767043709754944,0.9912499785423279,0.28134509921073914,0.9900000095367432
88,0.2747458815574646,0.9912499785423279,0.27943623065948486,0.9900000095367432
89,0.27278754115104675,0.9912499785423279,0.2775242030620575,0.9900000095367432
90,0.27087169885635376,0.9912499785423279,0.27563998103141785,0.9908333420753479
91,0.2689632177352905,0.9912499785423279,0.273773193359375,0.9908333420753479
92,0.26705029606819153,0.9912499785423279,0.2719167172908783,0.9908333420753479
93,0.2652187645435333,0.9912499785423279,0.27009835839271545,0.9908333420753479
94,0.2633362114429474,0.9912499785423279,0.268285870552063,0.9908333420753479
95,0.2614955008029938,0.9912499785423279,0.2664559483528137,0.9908333420753479
96,0.2596537470817566,0.9912499785423279,0.26470285654067993,0.9908333420753479
97,0.2578467130661011,0.9912499785423279,0.262920081615448,0.9908333420753479
98,0.2560614347457886,0.9912499785423279,0.26117050647735596,0.9916666746139526
99,0.25428855419158936,0.9912499785423279,0.2594483196735382,0.9916666746139526
100,0.25254055857658386,0.9912499785423279,0.2577033042907715,0.9916666746139526
